Date,Hour,Rideshare_Count
2023-01-08,10,1
2023-01-08,11,1
2023-01-08,12,3
2023-01-08,13,1
2023-01-08,14,1
2023-01-08,17,1
2023-01-08,19,1
2023-01-08,20,2
2023-01-08,21,2
2023-01-09,5,2
2023-01-09,6,1
2023-01-09,8,1
2023-01-09,10,3
2023-01-09,11,2
2023-01-09,17,1
2023-01-09,19,1
2023-01-09,22,2
2023-01-09,23,1
2023-01-10,0,2
2023-01-10,8,1
2023-01-10,11,1
2023-01-10,16,1
2023-01-10,20,1
2023-01-10,22,1
2023-01-10,23,1
2023-01-11,0,1
2023-01-11,6,1
2023-01-11,10,1
2023-01-11,14,1
2023-01-11,17,1
2023-01-11,19,1
2023-01-11,23,1
2023-01-12,10,1
2023-01-12,11,1
2023-01-12,16,2
2023-01-13,8,1
2023-01-13,22,1
2023-01-14,19,2
2023-01-15,0,2
2023-01-15,15,1
2023-01-15,22,1
2023-01-16,1,1
2023-01-16,20,1
2023-01-17,0,1
2023-01-17,5,1
2023-01-17,7,1
2023-01-17,14,2
2023-01-17,22,1
2023-01-18,9,1
2023-01-18,11,1
2023-01-18,15,1
2023-01-18,21,1
2023-01-20,6,1
2023-01-20,9,1
2023-01-20,21,2
2023-01-21,5,1
2023-01-21,6,1
2023-01-21,21,1
2023-01-22,9,1
2023-01-22,19,1
2023-01-22,21,1
2023-01-22,23,1
2023-01-23,15,1
2023-01-23,18,1
2023-01-23,20,2
2023-01-23,23,1
2023-01-25,12,1
2023-01-25,14,1
2023-01-25,22,1
2023-01-25,23,1
2023-01-26,21,1
2023-01-27,10,1
2023-01-27,11,1
2023-01-27,21,1
2023-01-28,19,1
2023-01-29,4,1
2023-01-29,14,1
2023-01-29,21,3
2023-01-30,9,2
2023-01-30,19,1
2023-01-30,20,1
2023-01-31,6,1
2023-01-31,12,1
2023-01-31,18,1
2023-02-01,13,1
2023-02-01,14,1
2023-02-01,17,1
2023-02-02,0,1
2023-02-02,7,1
2023-02-02,9,1
2023-02-02,18,2
2023-02-03,14,1
2023-02-03,22,2
2023-02-03,23,1
2023-02-04,7,1
2023-02-05,21,1
2023-02-06,9,1
2023-02-06,11,1
2023-02-07,11,1
2023-02-07,12,1
2023-02-07,19,2
2023-02-08,12,1
2023-02-09,17,1
2023-02-10,7,1
2023-02-10,16,1
2023-02-11,19,1
2023-02-11,22,1
2023-02-12,7,2
2023-02-13,12,1
2023-02-13,21,1
2023-02-13,22,1
2023-02-14,19,1
2023-02-15,13,2
2023-02-15,22,3
2023-02-15,23,1
2023-02-16,11,1
2023-02-16,16,1
2023-02-16,17,1
2023-02-17,7,1
2023-02-17,8,2
2023-02-17,19,1
2023-02-17,23,1
2023-02-18,9,1
2023-02-18,17,1
2023-02-19,2,1
2023-02-19,5,1
2023-02-19,10,1
2023-02-19,21,1
2023-02-20,8,1
2023-02-20,11,1
2023-02-20,13,1
2023-02-20,19,1
2023-02-20,21,1
2023-02-20,22,1
2023-02-20,23,2
2023-02-21,6,1
2023-02-21,7,1
2023-02-21,13,1
2023-02-21,21,1
2023-02-21,23,1
2023-02-22,6,1
2023-02-22,8,1
2023-02-22,12,1
2023-02-22,17,3
2023-02-22,19,1
2023-02-23,4,1
2023-02-23,6,3
2023-02-23,18,1
2023-02-23,19,1
2023-02-23,23,2
2023-02-24,0,1
2023-02-24,1,1
2023-02-24,4,1
2023-02-24,14,1
2023-02-24,15,1
2023-02-24,17,1
2023-02-24,21,1
2023-02-24,23,1
2023-02-25,0,1
2023-02-25,2,1
2023-02-25,4,1
2023-02-25,8,1
2023-02-25,11,1
2023-02-25,12,1
2023-02-25,18,1
2023-02-25,20,1
2023-02-25,22,2
2023-02-25,23,1
2023-02-26,1,1
2023-02-26,2,1
2023-02-26,12,2
2023-02-26,16,1
2023-02-26,20,1
2023-02-26,21,3
2023-02-26,22,2
2023-02-26,23,3
2023-02-27,1,1
2023-02-27,6,1
2023-02-27,8,1
2023-02-27,9,1
2023-02-27,11,1
2023-02-27,12,1
2023-02-27,14,1
2023-02-27,20,1
2023-02-27,22,1
2023-02-27,23,1
2023-02-28,0,1
2023-02-28,8,1
2023-02-28,9,1
2023-02-28,13,1
